PubMed ID	URL	PDF	First Author	Authors	Year	Journal	Judgement	Outcome category	Outcome subcategory	Animal	Animal subtype	Animal age	Animal gender	Animal weight	Injury height	Injury type	Outcome name	Outcome further detail name	Outcome further detail value	Injury location	Injury device	Injury device detail	Treatment type	Treatment detail	Treatment application	Treatment  dosage	Injured treated	Injured control	Sham control	Trend	Timepoint	Animal weight, lightest (g)	Animal weight, heaviest (g)	BBB timepoint (days)	BBB value (Treated)	BBB value (Control)
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Secondary degeneration	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Lesion volume	loss of myelin at lesion area			Clip	24 g	Systemic	Estrogen	Subcutaneous	300 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Secondary degeneration	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Apoptosis	BAX			Clip	24 g	Systemic	Estrogen	Subcutaneous	300 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Functional	Locomotor test	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	BBB	hindlimb motor function			Clip	24 g	Systemic	Estrogen	Subcutaneous	600 _g/kg	10	10	10	Increase		<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Secondary degeneration	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Apoptosis	BAX			Clip	24 g	Systemic	Estrogen	Subcutaneous	600 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Secondary degeneration	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Lesion volume	loss of tissue at lesion area			Clip	24 g	Systemic	Estrogen	Subcutaneous	300 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Inflammation	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Pro-inflammatory Cytokine	IL6			Clip	24 g	Systemic	Estrogen	Subcutaneous	600 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Secondary degeneration	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Apoptosis	Bcl-2			Clip	24 g	Systemic	Estrogen	Subcutaneous	300 _g/kg	10	10	10	Increase	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Secondary degeneration	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Apoptosis	TUNEL			Clip	24 g	Systemic	Estrogen	Subcutaneous	300 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Inflammation	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Inflammatory cells	MPO activity and expression			Clip	24 g	Systemic	Estrogen	Subcutaneous	600 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Secondary degeneration	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Apoptosis	Bcl-2			Clip	24 g	Systemic	Estrogen	Subcutaneous	600 _g/kg	10	10	10	Increase	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Secondary degeneration	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Lesion volume	loss of tissue at lesion area			Clip	24 g	Systemic	Estrogen	Subcutaneous	300 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Inflammation	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Inflammatory cells	MPO activity and expression			Clip	24 g	Systemic	Estrogen	Subcutaneous	300 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Inflammation	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Pro-inflammatory Cytokine	IL6			Clip	24 g	Systemic	Estrogen	Subcutaneous	300 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Inflammation	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Pro-inflammatory Cytokine	mRNA for TNF_			Clip	24 g	Systemic	Estrogen	Subcutaneous	300 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Secondary degeneration	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Apoptosis	TUNEL			Clip	24 g	Systemic	Estrogen	Subcutaneous	300 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Inflammation	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Pro-inflammatory Cytokine	IL1_			Clip	24 g	Systemic	Estrogen	Subcutaneous	300 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Inflammation	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Pro-inflammatory Cytokine	MCP-1			Clip	24 g	Systemic	Estrogen	Subcutaneous	300 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Functional	Locomotor test	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	BBB	hindlimb motor function			Clip	24 g	Systemic	Estrogen	Subcutaneous	300 _g/kg	10	10	10	Increase		<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Inflammation	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Pro-inflammatory Cytokine	COX-2			Clip	24 g	Systemic	Estrogen	Subcutaneous	300 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Secondary degeneration	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Lesion volume	loss of myelin at lesion area			Clip	24 g	Systemic	Estrogen	Subcutaneous	300 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Secondary degeneration	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Oxidative stress	iNOS			Clip	24 g	Systemic	Estrogen	Subcutaneous	300 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Functional	Locomotor test	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	BBB				Clip	24 g	Systemic	Estrogen	Subcutaneous	600 _g/kg	10	10	10	Increase		<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Secondary degeneration	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Apoptosis	BAX			Clip	24 g	Systemic	Estrogen	Subcutaneous	300 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Inflammation	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Pro-inflammatory Cytokine	IL6			Clip	24 g	Systemic	Estrogen	Subcutaneous	300 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Secondary degeneration	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Oxidative stress	nitrotyrosine			Clip	24 g	Systemic	Estrogen	Subcutaneous	300 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Inflammation	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Pro-inflammatory Cytokine	mRNA for TNF_			Clip	24 g	Systemic	Estrogen	Subcutaneous	300 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Inflammation	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Pro-inflammatory Cytokine	MCP-1			Clip	24 g	Systemic	Estrogen	Subcutaneous	300 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Secondary degeneration	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Oxidative stress	nitrotyrosine			Clip	24 g	Systemic	Estrogen	Subcutaneous	300 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Inflammation	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Pro-inflammatory Cytokine	IL1_			Clip	24 g	Systemic	Estrogen	Subcutaneous	300 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Secondary degeneration	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Apoptosis	Bcl-2			Clip	24 g	Systemic	Estrogen	Subcutaneous	300 _g/kg	10	10	10	Increase	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Inflammation	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Pro-inflammatory Cytokine	COX-2			Clip	24 g	Systemic	Estrogen	Subcutaneous	300 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	No effect	Non-functional	Neuronal regeneration	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Myelination	loss of myelin at lesion area			Clip	24 g	Systemic	Estrogen	Subcutaneous	600 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17936749	17936749	Open PDF	Fumagalli	Fumagalli F, Madaschi L, Brenna P, Caffino L, Marfia G, Di Giulio AM, Racagni G, Gorio A.	2008	Eur J Pharmacol	Positive	Non-functional	Molecular changes	Rat	SD	Adult	Not defined	240-260 g	Thoracic	Contusion	Neurotrophic factors	nerve growth factor (NGF)  expression epicenter			Univ of Trieste Impactor	1 N	Systemic	Methylprednisolone (MP)	Intraperitoneal	30 mg/kg	8	8		Increase	1 w	>=200, <300	>=200, <300			
17936749	17936749	Open PDF	Fumagalli	Fumagalli F, Madaschi L, Brenna P, Caffino L, Marfia G, Di Giulio AM, Racagni G, Gorio A.	2008	Eur J Pharmacol	Positive	Non-functional	Molecular changes	Rat	SD	Adult	Not defined	240-260 g	Thoracic	Contusion	Neurotrophic factors	glial-derived neurotrophic factor expression			Univ of Trieste Impactor	1 N	Systemic	Methylprednisolone (MP)	Intraperitoneal	30 mg/kg	8	8		Increase	1 w	>=200, <300	>=200, <300			
17936749	17936749	Open PDF	Fumagalli	Fumagalli F, Madaschi L, Brenna P, Caffino L, Marfia G, Di Giulio AM, Racagni G, Gorio A.	2008	Eur J Pharmacol	Positive	Non-functional	Molecular changes	Rat	SD	Adult	Not defined	240-260 g	Thoracic	Contusion	Neurotrophic factors	nerve growth factor (NGF) expression caudally			Univ of Trieste Impactor	1 N	Systemic	Erythropoietin	Intraperitoneal	1000 U/kg	8	8		Increase	3 d	>=200, <300	>=200, <300			
17936749	17936749	Open PDF	Fumagalli	Fumagalli F, Madaschi L, Brenna P, Caffino L, Marfia G, Di Giulio AM, Racagni G, Gorio A.	2008	Eur J Pharmacol	Positive	Non-functional	Molecular changes	Rat	SD	Adult	Not defined	240-260 g	Thoracic	Contusion	Neurotrophic factors	glial-derived neurotrophic factor expression			Univ of Trieste Impactor	1 N	Systemic	Erythropoietin	Intraperitoneal	1000 U/kg	8	8		Increase	1 w	>=200, <300	>=200, <300			
17936749	17936749	Open PDF	Fumagalli	Fumagalli F, Madaschi L, Brenna P, Caffino L, Marfia G, Di Giulio AM, Racagni G, Gorio A.	2008	Eur J Pharmacol	Positive	Non-functional	Molecular changes	Rat	SD	Adult	Not defined	240-260 g	Thoracic	Contusion	Neurotrophic factors	nerve growth factor (NGF) expression rostrally			Univ of Trieste Impactor	1 N	Systemic	Erythropoietin	Intraperitoneal	1000 U/kg	8	8		Increase	3 d	>=200, <300	>=200, <300			
17936749	17936749	Open PDF	Fumagalli	Fumagalli F, Madaschi L, Brenna P, Caffino L, Marfia G, Di Giulio AM, Racagni G, Gorio A.	2008	Eur J Pharmacol	Positive	Non-functional	Molecular changes	Rat	SD	Adult	Not defined	240-260 g	Thoracic	Contusion	Neurotrophic factors	nerve growth factor (NGF)  expression epicenter			Univ of Trieste Impactor	1 N	Systemic	Erythropoietin	Intraperitoneal	1000 U/kg	8	8		Increase	1 w	>=200, <300	>=200, <300			
17936749	17936749	Open PDF	Fumagalli	Fumagalli F, Madaschi L, Brenna P, Caffino L, Marfia G, Di Giulio AM, Racagni G, Gorio A.	2008	Eur J Pharmacol	Positive	Functional	Locomotor test	Rat	SD	Adult	Not defined	240-260 g	Thoracic	Contusion	BBB		13.9 [9.5]		Univ of Trieste Impactor	1 N	Systemic	Erythropoietin	Intraperitoneal	1000 U/kg	8	8		Increase		>=200, <300	>=200, <300	28	13,9	9,5
17936749	17936749	Open PDF	Fumagalli	Fumagalli F, Madaschi L, Brenna P, Caffino L, Marfia G, Di Giulio AM, Racagni G, Gorio A.	2008	Eur J Pharmacol	No effect	Non-functional	Molecular changes	Rat	SD	Adult	Not defined	240-260 g	Thoracic	Contusion	Neurotrophic factors	nerve growth factor (NGF) expression rostrally			Univ of Trieste Impactor	1 N	Systemic	Methylprednisolone (MP)	Intraperitoneal	30 mg/kg	8	8		No change	3 d	>=200, <300	>=200, <300			
17936749	17936749	Open PDF	Fumagalli	Fumagalli F, Madaschi L, Brenna P, Caffino L, Marfia G, Di Giulio AM, Racagni G, Gorio A.	2008	Eur J Pharmacol	No effect	Non-functional	Molecular changes	Rat	SD	Adult	Not defined	240-260 g	Thoracic	Contusion	Neurotrophic factors	nerve growth factor (NGF) expression caudally			Univ of Trieste Impactor	1 N	Systemic	Methylprednisolone (MP)	Intraperitoneal	30 mg/kg	8	8		No change	3 d	>=200, <300	>=200, <300			
17936749	17936749	Open PDF	Fumagalli	Fumagalli F, Madaschi L, Brenna P, Caffino L, Marfia G, Di Giulio AM, Racagni G, Gorio A.	2008	Eur J Pharmacol	No effect	Non-functional	Molecular changes	Rat	SD	Adult	Not defined	240-260 g	Thoracic	Contusion	Neurotrophic factors	BDNF expression			Univ of Trieste Impactor	1 N	Systemic	Methylprednisolone (MP)	Intraperitoneal	30 mg/kg	8	8		No change		>=200, <300	>=200, <300			
17936749	17936749	Open PDF	Fumagalli	Fumagalli F, Madaschi L, Brenna P, Caffino L, Marfia G, Di Giulio AM, Racagni G, Gorio A.	2008	Eur J Pharmacol	No effect	Non-functional	Molecular changes	Rat	SD	Adult	Not defined	240-260 g	Thoracic	Contusion	Neurotrophic factors	basic fibroblast growth factor-2 expression			Univ of Trieste Impactor	1 N	Systemic	Methylprednisolone (MP)	Intraperitoneal	30 mg/kg	8	8		No change		>=200, <300	>=200, <300			
17936749	17936749	Open PDF	Fumagalli	Fumagalli F, Madaschi L, Brenna P, Caffino L, Marfia G, Di Giulio AM, Racagni G, Gorio A.	2008	Eur J Pharmacol	No effect	Non-functional	Molecular changes	Rat	SD	Adult	Not defined	240-260 g	Thoracic	Contusion	Neurotrophic factors	BDNF expression			Univ of Trieste Impactor	1 N	Systemic	Erythropoietin	Intraperitoneal	1000 U/kg	8	8		No change		>=200, <300	>=200, <300			
17936749	17936749	Open PDF	Fumagalli	Fumagalli F, Madaschi L, Brenna P, Caffino L, Marfia G, Di Giulio AM, Racagni G, Gorio A.	2008	Eur J Pharmacol	No effect	Non-functional	Molecular changes	Rat	SD	Adult	Not defined	240-260 g	Thoracic	Contusion	Neurotrophic factors	basic fibroblast growth factor-2 expression			Univ of Trieste Impactor	1 N	Systemic	Erythropoietin	Intraperitoneal	1000 U/kg	8	8		No change		>=200, <300	>=200, <300			
17936749	17936749	Open PDF	Fumagalli	Fumagalli F, Madaschi L, Brenna P, Caffino L, Marfia G, Di Giulio AM, Racagni G, Gorio A.	2008	Eur J Pharmacol	No effect	Functional	Locomotor test	Rat	SD	Adult	Not defined	240-260 g	Thoracic	Contusion	BBB		9.0 [9.5]		Univ of Trieste Impactor	1 N	Systemic	Methylprednisolone (MP)	Intraperitoneal	30 mg/kg	8	8		No change		>=200, <300	>=200, <300	28	9	9,5
17936753	17936753	Open PDF	Tester	Tester NJ, Howland DR.	2008	Exp Neurol	Positive	Functional	Locomotor test	Cat	Not defined	Adult	Female		Thoracic	Partial transection	Walking analysis	narrow beam		Hemisection			Local	Deactivated Chondroitinase ABC	Gelfoam	0,025 U	2	3		Increase						
17936753	17936753	Open PDF	Tester	Tester NJ, Howland DR.	2008	Exp Neurol	Positive	Functional	Locomotor test	Cat	Not defined	Adult	Female		Thoracic	Partial transection	Walking analysis	ladder		Hemisection			Local	Chondroitinase ABC	Gelfoam	0,025 U	3	3		Increase						
17936753	17936753	Open PDF	Tester	Tester NJ, Howland DR.	2008	Exp Neurol	Positive	Functional	Locomotor test	Cat	Not defined	Adult	Female		Thoracic	Partial transection	Walking analysis	pegboard,quicker rate of recovery in the ChABC group (p < 0,05); at 16 and 20 wk PI, ChABC were better than controls		Hemisection			Local	Chondroitinase ABC	Gelfoam	0,025 U	3	3		Increase						
17936753	17936753	Open PDF	Tester	Tester NJ, Howland DR.	2008	Exp Neurol	Positive	Functional	Locomotor test	Cat	Not defined	Adult	Female		Thoracic	Partial transection	Walking analysis	pegboard		Hemisection			Local	Deactivated Chondroitinase ABC	Gelfoam	0,025 U	2	3		Increase						
17936753	17936753	Open PDF	Tester	Tester NJ, Howland DR.	2008	Exp Neurol	Positive	Functional	Locomotor test	Cat	Not defined	Adult	Female		Thoracic	Partial transection	Walking analysis	ladder		Hemisection			Local	Deactivated Chondroitinase ABC	Gelfoam	0,025 U	2	3		Increase						
17936753	17936753	Open PDF	Tester	Tester NJ, Howland DR.	2008	Exp Neurol	Positive	Non-functional	Neuronal regeneration	Cat	Not defined	Adult	Female		Thoracic	Partial transection	Axonal regeneration	sprouting of 5-HT fibers into the rostral portion of the lesion 		Hemisection			Local	Chondroitinase ABC	Gelfoam	0,025 U	3	3		Increase						
17936753	17936753	Open PDF	Tester	Tester NJ, Howland DR.	2008	Exp Neurol	Positive	Functional	Locomotor test	Cat	Not defined	Adult	Female		Thoracic	Partial transection	Walking analysis	narrow beam		Hemisection			Local	Chondroitinase ABC	Gelfoam	0,025 U	3	3		Increase						
17936753	17936753	Open PDF	Tester	Tester NJ, Howland DR.	2008	Exp Neurol	No effect	Functional	Locomotor test	Cat	Not defined	Adult	Female		Thoracic	Partial transection	Walking analysis	plantar stepping		Hemisection			Local	Deactivated Chondroitinase ABC	Gelfoam	0,025 U	2	3		No change						
17936753	17936753	Open PDF	Tester	Tester NJ, Howland DR.	2008	Exp Neurol	No effect	Functional	Locomotor test	Cat	Not defined	Adult	Female		Thoracic	Partial transection	Walking analysis	plantar stepping		Hemisection			Local	Chondroitinase ABC	Gelfoam	0,025 U	3	3		No change						
18056009	18056009	Open PDF	Cao	Cao Y, Shumsky JS, Sabol MA, Kushner RA, Strittmatter S, Hamers FP, Lee DH, Rabacchi SA, Murray M.	2008	Neurorehabil Neural Repair	Positive	Functional	Locomotor test	Rat	SD	Adult	Female		Cervical	Partial transection	Walking analysis	forelimb use		Right lateral funiculus			Local	NOGO receptor antagonist	Intrathecal	500 mM, 0,3 ml/h	8	7		Increase						
18056009	18056009	Open PDF	Cao	Cao Y, Shumsky JS, Sabol MA, Kushner RA, Strittmatter S, Hamers FP, Lee DH, Rabacchi SA, Murray M.	2008	Neurorehabil Neural Repair	Positive	Functional	Locomotor test	Rat	SD	Adult	Female		Cervical	Partial transection	Walking analysis	gait use		Right lateral funiculus			Local	NOGO receptor antagonist	Intrathecal	500 mM, 0,3 ml/h	8	7		Increase						
18056009	18056009	Open PDF	Cao	Cao Y, Shumsky JS, Sabol MA, Kushner RA, Strittmatter S, Hamers FP, Lee DH, Rabacchi SA, Murray M.	2008	Neurorehabil Neural Repair	Positive	Non-functional	Neuronal regeneration	Rat	SD	Adult	Female		Cervical	Partial transection	Axonal regeneration	rubrospinal tract and 5-HT sprouting		Right lateral funiculus			Local	NOGO receptor antagonist	Intrathecal	500 mM, 0,3 ml/h	8	7		Increase						
